"id","created_at","updated_at","acquirer_id","name","state"
"2487","2022-11-15 22:23:17.557035 UTC","2022-11-15 22:23:17.557035 UTC","3","Klein-Wolf Co No 164","active"
"2506","2022-11-15 22:23:20.660520 UTC","2022-11-15 22:23:20.660520 UTC","4","Raynor-Ebert Co No 183","active"
"2545","2022-11-15 22:23:27.073068 UTC","2022-11-15 22:23:27.073068 UTC","4","Dietrich-Labadie Co No 222","active"
"2556","2022-11-15 22:23:28.857768 UTC","2022-11-15 22:23:28.857768 UTC","3","West-Casper Co No 233","active"
"2608","2022-11-15 22:23:37.585092 UTC","2022-11-15 22:23:37.585092 UTC","1","Watsica Inc Co No 285","active"
"2640","2022-11-15 22:23:42.698525 UTC","2022-11-15 22:23:42.698525 UTC","6","Russel-Feeney Co No 317","active"
"2722","2022-11-15 22:23:56.357199 UTC","2022-11-15 22:23:56.357199 UTC","1","Wilderman-Weimann Co No 399","active"
"2741","2022-11-15 22:23:59.412675 UTC","2022-11-15 22:23:59.412675 UTC","5","Gleichner and Sons Co No 418","active"
"2779","2022-11-15 22:24:08.593803 UTC","2022-11-15 22:24:08.593803 UTC","1","Kris LLC Co No 456","active"
"2796","2022-11-15 22:24:11.441866 UTC","2022-11-15 22:24:11.441866 UTC","2","Koepp-Lesch Co No 473","active"
"2798","2022-11-15 22:24:11.760626 UTC","2022-11-15 22:24:11.760626 UTC","6","Stiedemann Group Co No 475","active"
"2826","2022-11-15 22:24:16.721959 UTC","2022-11-15 22:24:16.721959 UTC","2","Runte-Rice Co No 503","active"
"2836","2022-11-15 22:24:18.415848 UTC","2022-11-15 22:24:18.415848 UTC","6","Abernathy Inc Co No 513","active"
"2847","2022-11-15 22:24:20.361577 UTC","2022-11-15 22:24:20.361577 UTC","5","Fahey-Hahn Co No 524","active"
"2883","2022-11-15 22:24:26.603060 UTC","2022-11-15 22:24:26.603060 UTC","3","Mraz and Sons Co No 560","active"
"2948","2022-11-15 22:24:38.390777 UTC","2022-11-15 22:24:38.390777 UTC","7","White Group Co No 625","active"
"2962","2022-11-15 22:24:40.757456 UTC","2022-11-15 22:24:40.757456 UTC","2","Leannon-Morissette Co No 639","active"
"3003","2022-11-15 22:24:47.976478 UTC","2022-11-15 22:24:47.976478 UTC","3","Kuphal LLC Co No 680","active"
"3023","2022-11-15 22:24:51.416181 UTC","2022-11-15 22:24:51.416181 UTC","4","Morar-Senger Co No 700","active"
"3181","2022-11-15 22:25:21.963740 UTC","2022-11-15 22:25:21.963740 UTC","3","Leffler-Stark Co No 858","active"
"3286","2022-11-15 22:25:40.187932 UTC","2022-11-15 22:25:40.187932 UTC","5","Upton, Bergstrom and Bogan Co No 963","active"
"3388","2022-11-15 22:25:57.480541 UTC","2022-11-15 22:25:57.480541 UTC","7","Windler-Doyle Co No 1065","active"
"3401","2022-11-15 22:25:59.597940 UTC","2022-11-15 22:25:59.597940 UTC","6","Bergnaum-Abshire Co No 1078","active"
"3514","2022-11-15 22:26:20.425070 UTC","2022-11-15 22:26:20.425070 UTC","2","Rolfson Inc Co No 1191","active"
"3523","2022-11-15 22:26:21.950556 UTC","2022-11-15 22:26:21.950556 UTC","3","Brown-Hammes Co No 1200","active"
"3536","2022-11-15 22:26:23.964342 UTC","2022-11-15 22:26:23.964342 UTC","5","Langworth-Miller Co No 1213","active"
"3559","2022-11-15 22:26:27.760665 UTC","2022-11-15 22:26:27.760665 UTC","7","O'Keefe-Feest Co No 1236","active"
"3607","2022-11-15 22:26:35.920484 UTC","2022-11-15 22:26:35.920484 UTC","1","Nolan-Satterfield Co No 1284","active"
"3662","2022-11-15 22:26:44.917404 UTC","2022-11-15 22:26:44.917404 UTC","2","Trantow LLC Co No 1339","active"
"3684","2022-11-15 22:26:48.879886 UTC","2022-11-15 22:26:48.879886 UTC","3","Jaskolski LLC Co No 1361","active"
"3696","2022-11-15 22:26:50.910862 UTC","2022-11-15 22:26:50.910862 UTC","4","Cronin-Shanahan Co No 1373","active"
"3730","2022-11-15 22:26:56.555306 UTC","2022-11-15 22:26:56.555306 UTC","7","Hettinger LLC Co No 1407","active"
"3752","2022-11-15 22:27:00.343962 UTC","2022-11-15 22:27:00.343962 UTC","2","Satterfield-Torp Co No 1429","active"
"3781","2022-11-15 22:27:07.097844 UTC","2022-11-15 22:27:07.097844 UTC","3","Reinger-Carroll Co No 1458","active"
"3836","2022-11-15 22:27:16.766593 UTC","2022-11-15 22:27:16.766593 UTC","4","Cole, Casper and Rempel Co No 1513","active"
"3838","2022-11-15 22:27:17.094780 UTC","2022-11-15 22:27:17.094780 UTC","3","Feil LLC Co No 1515","active"
"3882","2022-11-15 22:27:24.837222 UTC","2022-11-15 22:27:24.837222 UTC","7","Lesch, Funk and Witting Co No 1559","active"
"3936","2022-11-15 22:27:34.426729 UTC","2022-11-15 22:27:34.426729 UTC","2","Farrell, McCullough and Luettgen Co No 1613","active"
"3950","2022-11-15 22:27:36.846560 UTC","2022-11-15 22:27:36.846560 UTC","1","Heidenreich, McLaughlin and Tillman Co No 1627","active"
"3963","2022-11-15 22:27:38.960820 UTC","2022-11-15 22:27:38.960820 UTC","4","Muller and Sons Co No 1640","active"
"4020","2022-11-15 22:27:49.082814 UTC","2022-11-15 22:27:49.082814 UTC","4","Hansen LLC Co No 1697","active"
"4058","2022-11-15 22:27:55.970672 UTC","2022-11-15 22:27:55.970672 UTC","5","O'Hara-Beier Co No 1735","active"
"4086","2022-11-15 22:28:01.051794 UTC","2022-11-15 22:28:01.051794 UTC","6","Collins LLC Co No 1763","active"
"4106","2022-11-15 22:28:06.288392 UTC","2022-11-15 22:28:06.288392 UTC","3","Legros, MacGyver and Leannon Co No 1783","active"
"4108","2022-11-15 22:28:06.613605 UTC","2022-11-15 22:28:06.613605 UTC","2","Bogisich-Heidenreich Co No 1785","active"
"4120","2022-11-15 22:28:08.682129 UTC","2022-11-15 22:28:08.682129 UTC","3","Kassulke-Lesch Co No 1797","active"
"4169","2022-11-15 22:28:17.068551 UTC","2022-11-15 22:28:17.068551 UTC","1","Marvin-O'Reilly Co No 1846","active"
"4218","2022-11-15 22:28:25.428518 UTC","2022-11-15 22:28:25.428518 UTC","6","Rolfson and Sons Co No 1895","active"
"4271","2022-11-15 22:28:34.666654 UTC","2022-11-15 22:28:34.666654 UTC","5","Anderson, Ziemann and Price Co No 1948","active"
"4299","2022-11-15 22:28:39.309050 UTC","2022-11-15 22:28:39.309050 UTC","3","O'Keefe Inc Co No 1976","active"
"4303","2022-11-15 22:28:39.940099 UTC","2022-11-15 22:28:39.940099 UTC","5","Heathcote, Anderson and Auer Co No 1980","active"
"4520","2022-11-15 22:29:20.132900 UTC","2022-11-15 22:29:20.132900 UTC","5","Roberts-Hayes Co No 2197","active"
"4534","2022-11-15 22:29:22.651372 UTC","2022-11-15 22:29:22.651372 UTC","5","Steuber and Sons Co No 2211","active"
"4595","2022-11-15 22:29:33.565033 UTC","2022-11-15 22:29:33.565033 UTC","6","Koss LLC Co No 2272","active"
"4624","2022-11-15 22:29:38.778681 UTC","2022-11-15 22:29:38.778681 UTC","4","Ward, Leffler and Runolfsdottir Co No 2301","active"
"4652","2022-11-15 22:29:43.519962 UTC","2022-11-15 22:29:43.519962 UTC","1","Koepp-Hermann Co No 2329","active"
"4654","2022-11-15 22:29:43.837206 UTC","2022-11-15 22:29:43.837206 UTC","6","Beer, White and Marquardt Co No 2331","active"
"4698","2022-11-15 22:29:51.640969 UTC","2022-11-15 22:29:51.640969 UTC","5","Emard, Heidenreich and Franecki Co No 2375","active"
"4785","2022-11-15 22:30:09.395955 UTC","2022-11-15 22:30:09.395955 UTC","2","Leffler, Bosco and Cartwright Co No 2462","active"
"278","2022-06-08 12:42:34.106742 UTC","2022-06-08 12:42:34.129704 UTC","8","Riho 81","active"
"633","2022-11-15 22:08:34.333977 UTC","2022-11-15 22:08:34.333977 UTC","2","Ruecker, Armstrong and Strosin Co No 347","active"
"728","2022-11-15 22:08:50.380714 UTC","2022-11-15 22:08:50.380714 UTC","9","Raynor LLC Co No 442","active"
"4830","2023-10-03 11:13:13.901411 UTC","2024-05-28 11:21:19.052522 UTC","2","WebDriverLhvee","active"
"3797","2022-11-15 22:27:09.788860 UTC","2022-11-15 22:27:09.788860 UTC","6","Windler Group Co No 1474","active"
"133","2019-12-19 13:49:02.997540 UTC","2021-12-29 10:00:23.041987 UTC","2","Maris Demo Shop","active"
"238","2021-10-01 08:41:27.244057 UTC","2023-11-08 03:51:57.792304 UTC","2","Lia kaupm1 LHV","active"
"49","2016-10-28 07:47:53.256620 UTC","2021-06-03 10:51:14.828688 UTC","2","Payment Facilitator Test","active"
"176","2020-09-30 08:17:44.462626 UTC","2021-12-29 10:00:22.122392 UTC","5","UAB INCHCAPE MOTORS","active"
"235","2021-09-16 09:46:10.609171 UTC","2021-12-29 10:00:24.288187 UTC","2","Candy OÜ","active"
"255","2022-03-23 11:08:48.750749 UTC","2022-04-12 08:17:15.110087 UTC","2","testt OÜ","suspended"
"836","2022-11-15 22:09:10.950466 UTC","2022-11-15 22:09:10.950466 UTC","8","Mraz LLC Co No 550","active"
"928","2022-11-15 22:09:26.502562 UTC","2022-11-15 22:09:26.502562 UTC","4","Osinski, Schinner and Ritchie Co No 642","active"
"948","2022-11-15 22:09:29.750147 UTC","2022-11-15 22:09:29.750147 UTC","1","Waters, Schuster and Goldner Co No 662","active"
"953","2022-11-15 22:09:30.936405 UTC","2022-11-15 22:09:30.936405 UTC","2","Haag and Sons Co No 667","active"
"959","2022-11-15 22:09:31.964339 UTC","2022-11-15 22:09:31.964339 UTC","9","Tromp Group Co No 673","active"
"248","2022-01-03 07:29:57.687590 UTC","2022-01-03 07:29:57.718647 UTC","4","Test Merchant SEB LV","active"
"30","2016-01-06 07:59:21.363758 UTC","2021-12-31 09:57:24.455610 UTC","2","Test 5","suspended"
"286","2022-11-15 22:07:34.868970 UTC","2022-11-15 22:07:34.868970 UTC","1","O'Kon Inc Co No 0","active"
"308","2022-11-15 22:07:38.566439 UTC","2022-11-15 22:07:38.566439 UTC","5","Rippin Group Co No 22","active"
"326","2022-11-15 22:07:41.454696 UTC","2022-11-15 22:07:41.454696 UTC","7","Doyle and Sons Co No 40","active"
"334","2022-11-15 22:07:42.742488 UTC","2022-11-15 22:07:42.742488 UTC","7","Nader-Wolf Co No 48","active"
"866","2022-11-15 22:09:16.098681 UTC","2022-11-15 22:09:16.098681 UTC","9","Bogan, Kuhn and Lynch Co No 580","active"
"994","2022-11-15 22:09:37.911763 UTC","2022-11-15 22:09:37.911763 UTC","6","Senger-Walter Co No 708","active"
"471","2022-11-15 22:08:07.436585 UTC","2022-11-15 22:08:07.436585 UTC","7","Kling-Kuphal Co No 185","active"
"4930","2024-11-08 15:08:42.868959 UTC","2024-11-08 15:08:42.868959 UTC","11","TrueLayer Ltd","active"
"489","2022-11-15 22:08:10.479451 UTC","2022-11-15 22:08:10.479451 UTC","4","Dooley-McCullough Co No 203","active"
"497","2022-11-15 22:08:11.758697 UTC","2022-11-15 22:08:11.758697 UTC","8","Rath-Miller Co No 211","active"
"498","2022-11-15 22:08:11.920965 UTC","2022-11-15 22:08:11.920965 UTC","4","Feil Inc Co No 212","active"
"504","2022-11-15 22:08:12.892552 UTC","2022-11-15 22:08:12.892552 UTC","6","Goodwin, Herzog and Abernathy Co No 218","active"
"883","2022-11-15 22:09:18.971924 UTC","2022-11-15 22:09:18.971924 UTC","8","Lowe, Klein and Pfeffer Co No 597","active"
"884","2022-11-15 22:09:19.139438 UTC","2022-11-15 22:09:19.139438 UTC","3","Morar LLC Co No 598","active"
"518","2022-11-15 22:08:15.323535 UTC","2022-11-15 22:08:15.323535 UTC","8","Donnelly-Bayer Co No 232","active"
"519","2022-11-15 22:08:15.478779 UTC","2022-11-15 22:08:15.478779 UTC","1","Volkman and Sons Co No 233","active"
"26","2015-12-18 15:03:18.595122 UTC","2021-12-31 09:57:26.547486 UTC","2","nimi","suspended"
"147","2020-03-17 08:49:54.395791 UTC","2021-12-29 10:00:26.675900 UTC","2","Acq MID LHV Test","active"
"893","2022-11-15 22:09:20.647555 UTC","2022-11-15 22:09:20.647555 UTC","2","Jenkins Inc Co No 607","active"
"606","2022-11-15 22:08:29.605769 UTC","2022-11-15 22:08:29.605769 UTC","8","Hickle-Tromp Co No 320","active"
"621","2022-11-15 22:08:32.317960 UTC","2022-11-15 22:08:32.317960 UTC","7","Reynolds Inc Co No 335","active"
"739","2022-11-15 22:08:52.184487 UTC","2022-11-15 22:08:52.184487 UTC","8","Douglas, Cruickshank and Kuhlman Co No 453","active"
"741","2022-11-15 22:08:52.499250 UTC","2022-11-15 22:08:52.499250 UTC","9","Johns Inc Co No 455","active"
"121","2019-09-13 11:03:32.677264 UTC","2021-12-29 10:00:26.387243 UTC","2","Toru AS","active"
"769","2022-11-15 22:08:57.033829 UTC","2022-11-15 22:08:57.033829 UTC","8","Fay and Sons Co No 483","active"
"771","2022-11-15 22:08:57.382612 UTC","2022-11-15 22:08:57.382612 UTC","1","Bednar, White and Schamberger Co No 485","active"
"808","2022-11-15 22:09:06.097996 UTC","2022-11-15 22:09:06.097996 UTC","5","Hilpert and Sons Co No 522","active"
"1042","2022-11-15 22:09:46.301103 UTC","2022-11-15 22:09:46.301103 UTC","9","Stamm, Wehner and Rohan Co No 756","active"
"1044","2022-11-15 22:09:46.643491 UTC","2022-11-15 22:09:46.643491 UTC","6","Farrell, McCullough and Luettgen Co No 758","active"
"1097","2022-11-15 22:09:55.384686 UTC","2022-11-15 22:09:55.384686 UTC","9","Yundt, Pfeffer and Bosco Co No 811","active"
"1124","2022-11-15 22:09:59.814679 UTC","2022-11-15 22:09:59.814679 UTC","3","Ferry-Casper Co No 838","active"
"1127","2022-11-15 22:10:00.442229 UTC","2022-11-15 22:10:00.442229 UTC","9","Bechtelar, Abshire and Krajcik Co No 841","active"
"1131","2022-11-15 22:10:01.094396 UTC","2022-11-15 22:10:01.094396 UTC","1","Ortiz and Sons Co No 845","active"
"1159","2022-11-15 22:10:08.434297 UTC","2022-11-15 22:10:08.434297 UTC","3","Corkery Group Co No 873","active"
"1165","2022-11-15 22:10:09.488655 UTC","2022-11-15 22:10:09.488655 UTC","2","Hoppe, Carroll and Crooks Co No 879","active"
"1218","2022-11-15 22:10:18.443460 UTC","2022-11-15 22:10:18.443460 UTC","5","Marks, Quigley and Flatley Co No 932","active"
"1252","2022-11-15 22:10:23.899751 UTC","2022-11-15 22:10:23.899751 UTC","5","Gleichner-Kuvalis Co No 966","active"
"1275","2022-11-15 22:10:27.653550 UTC","2022-11-15 22:10:27.653550 UTC","6","Goodwin-Kub Co No 989","active"
"1316","2022-11-15 22:10:34.721303 UTC","2022-11-15 22:10:34.721303 UTC","7","Rohan, Greenfelder and Baumbach Co No 1030","active"
"1317","2022-11-15 22:10:34.916192 UTC","2022-11-15 22:10:34.916192 UTC","9","Crist-Bergnaum Co No 1031","active"
"1319","2022-11-15 22:10:35.282760 UTC","2022-11-15 22:10:35.282760 UTC","8","Runte, Murazik and O'Keefe Co No 1033","active"
"1326","2022-11-15 22:10:36.501651 UTC","2022-11-15 22:10:36.501651 UTC","6","Streich, Robel and Hirthe Co No 1040","active"
"1381","2022-11-15 22:10:45.972405 UTC","2022-11-15 22:10:45.972405 UTC","4","Kautzer, Tillman and Ward Co No 1095","active"
"4252","2022-11-15 22:28:31.408682 UTC","2022-11-15 22:28:31.408682 UTC","7","Turcotte Group Co No 1929","active"
"1408","2022-11-15 22:10:50.560798 UTC","2022-11-15 22:10:50.560798 UTC","6","Stroman Inc Co No 1122","active"
"1417","2022-11-15 22:10:52.063788 UTC","2022-11-15 22:10:52.063788 UTC","6","Dickens, Schmeler and Runolfsdottir Co No 1131","active"
"1457","2022-11-15 22:10:58.609881 UTC","2022-11-15 22:10:58.609881 UTC","7","Emard Inc Co No 1171","active"
"1469","2022-11-15 22:11:00.715147 UTC","2022-11-15 22:11:00.715147 UTC","2","Towne Group Co No 1183","active"
"1489","2022-11-15 22:11:05.748231 UTC","2022-11-15 22:11:05.748231 UTC","7","Ruecker, Armstrong and Strosin Co No 1203","active"
"1505","2022-11-15 22:11:08.684994 UTC","2022-11-15 22:11:08.684994 UTC","4","Hansen-Kunde Co No 1219","active"
"1509","2022-11-15 22:11:09.391438 UTC","2022-11-15 22:11:09.391438 UTC","1","Weimann-Medhurst Co No 1223","active"
"1526","2022-11-15 22:11:12.371453 UTC","2022-11-15 22:11:12.371453 UTC","1","Dach Group Co No 1240","active"
"1631","2022-11-15 22:11:29.671390 UTC","2022-11-15 22:11:29.671390 UTC","3","Ullrich, Hermiston and Volkman Co No 1345","active"
"1643","2022-11-15 22:11:32.020504 UTC","2022-11-15 22:11:32.020504 UTC","5","Zboncak LLC Co No 1357","active"
"1659","2022-11-15 22:11:34.610793 UTC","2022-11-15 22:11:34.610793 UTC","8","Rice Group Co No 1373","active"
"1676","2022-11-15 22:11:37.419561 UTC","2022-11-15 22:11:37.419561 UTC","7","Brekke, Bosco and Nitzsche Co No 1390","active"
"1708","2022-11-15 22:11:42.787479 UTC","2022-11-15 22:11:42.787479 UTC","3","Muller Group Co No 1422","active"
"1711","2022-11-15 22:11:43.280654 UTC","2022-11-15 22:11:43.280654 UTC","2","Crona, Abshire and Abshire Co No 1425","active"
"1730","2022-11-15 22:11:46.900985 UTC","2022-11-15 22:11:46.900985 UTC","3","Kunde Group Co No 1444","active"
"1748","2022-11-15 22:11:49.821128 UTC","2022-11-15 22:11:49.821128 UTC","7","Marks, Will and Doyle Co No 1462","active"
"1769","2022-11-15 22:11:53.396151 UTC","2022-11-15 22:11:53.396151 UTC","5","Doyle-Swift Co No 1483","active"
"1777","2022-11-15 22:11:54.758108 UTC","2022-11-15 22:11:54.758108 UTC","4","Mosciski and Sons Co No 1491","active"
"1834","2022-11-15 22:12:06.777722 UTC","2022-11-15 22:12:06.777722 UTC","5","Walsh-Bailey Co No 1548","active"
"1852","2022-11-15 22:12:09.907325 UTC","2022-11-15 22:12:09.907325 UTC","1","Bailey and Sons Co No 1566","active"
"1859","2022-11-15 22:12:11.099977 UTC","2022-11-15 22:12:11.099977 UTC","1","Jakubowski Group Co No 1573","active"
"1880","2022-11-15 22:12:14.676226 UTC","2022-11-15 22:12:14.676226 UTC","5","Abernathy-Robel Co No 1594","active"
"1884","2022-11-15 22:12:15.626692 UTC","2022-11-15 22:12:15.626692 UTC","8","Kuhic LLC Co No 1598","active"
"1891","2022-11-15 22:12:16.845271 UTC","2022-11-15 22:12:16.845271 UTC","6","Lesch and Sons Co No 1605","active"
"1893","2022-11-15 22:12:17.161901 UTC","2022-11-15 22:12:17.161901 UTC","3","Jast Inc Co No 1607","active"
"1911","2022-11-15 22:12:20.233079 UTC","2022-11-15 22:12:20.233079 UTC","1","Frami-Streich Co No 1625","active"
"1944","2022-11-15 22:12:25.774267 UTC","2022-11-15 22:12:25.774267 UTC","3","Donnelly Inc Co No 1658","active"
"1957","2022-11-15 22:12:27.962922 UTC","2022-11-15 22:12:27.962922 UTC","8","Rice, King and Daniel Co No 1671","active"
"1965","2022-11-15 22:12:29.260915 UTC","2022-11-15 22:12:29.260915 UTC","5","Fisher Inc Co No 1679","active"
"1988","2022-11-15 22:12:33.307961 UTC","2022-11-15 22:12:33.307961 UTC","7","Block-Wiza Co No 1702","active"
"2002","2022-11-15 22:12:35.711590 UTC","2022-11-15 22:12:35.711590 UTC","8","Koelpin, Hodkiewicz and Cormier Co No 1716","active"
"2038","2022-11-15 22:12:41.763943 UTC","2022-11-15 22:12:41.763943 UTC","3","Dibbert-Turner Co No 1752","active"
"2043","2022-11-15 22:12:42.626110 UTC","2022-11-15 22:12:42.626110 UTC","1","Murray-Dickens Co No 1757","active"
"2047","2022-11-15 22:12:43.236733 UTC","2022-11-15 22:12:43.236733 UTC","6","Schinner, Jast and Gislason Co No 1761","active"
"2108","2022-11-15 22:12:53.389270 UTC","2022-11-15 22:12:53.389270 UTC","8","Bergstrom and Sons Co No 1822","active"
"2112","2022-11-15 22:12:54.041912 UTC","2022-11-15 22:12:54.041912 UTC","3","Macejkovic, Kemmer and Quitzon Co No 1826","active"
"2123","2022-11-15 22:12:55.850035 UTC","2022-11-15 22:12:55.850035 UTC","5","Bogan, Rolfson and Huel Co No 1837","active"
"2189","2022-11-15 22:13:09.574889 UTC","2022-11-15 22:13:09.574889 UTC","1","Mueller Group Co No 1903","active"
"2191","2022-11-15 22:13:09.899867 UTC","2022-11-15 22:13:09.899867 UTC","2","Keebler LLC Co No 1905","active"
"2192","2022-11-15 22:13:10.076675 UTC","2022-11-15 22:13:10.076675 UTC","2","Kub, Stamm and Nitzsche Co No 1906","active"
"2205","2022-11-15 22:13:12.379477 UTC","2022-11-15 22:13:12.379477 UTC","9","Roberts-Hayes Co No 1919","active"
"2230","2022-11-15 22:13:17.690569 UTC","2022-11-15 22:13:17.690569 UTC","7","Johns, Turcotte and Hessel Co No 1944","active"
"2285","2022-11-15 22:13:26.979325 UTC","2022-11-15 22:13:26.979325 UTC","6","Collier Inc Co No 1999","active"
"2301","2022-11-15 22:13:29.602089 UTC","2022-11-15 22:13:29.602089 UTC","8","Sipes, Runolfsson and Kovacek Co No 2015","active"
"2316","2022-11-15 22:13:32.229191 UTC","2022-11-15 22:13:32.229191 UTC","5","Waelchi-Crona Co No 2030","active"
"2321","2022-11-15 22:13:33.060161 UTC","2022-11-15 22:13:33.060161 UTC","5","Gerlach-Champlin Co No 2035","active"
"2364","2022-11-15 22:22:55.364485 UTC","2022-11-15 22:22:55.364485 UTC","1","Weimann-Boyle Co No 41","active"
"2391","2022-11-15 22:22:59.703734 UTC","2022-11-15 22:22:59.703734 UTC","5","Corkery and Sons Co No 68","active"
"2403","2022-11-15 22:23:03.259566 UTC","2022-11-15 22:23:03.259566 UTC","1","Olson, Jakubowski and Osinski Co No 80","active"
"2408","2022-11-15 22:23:04.480410 UTC","2022-11-15 22:23:04.480410 UTC","4","Runolfsdottir-Gleichner Co No 85","active"
"2435","2022-11-15 22:23:08.994678 UTC","2022-11-15 22:23:08.994678 UTC","7","Mills, Kulas and Denesik Co No 112","active"
"2441","2022-11-15 22:23:09.992025 UTC","2022-11-15 22:23:09.992025 UTC","3","Konopelski-Stokes Co No 118","active"
"2467","2022-11-15 22:23:14.149967 UTC","2022-11-15 22:23:14.149967 UTC","5","Keebler Inc Co No 144","active"
"2587","2022-11-15 22:23:34.173503 UTC","2022-11-15 22:23:34.173503 UTC","3","Kovacek and Sons Co No 264","active"
"2596","2022-11-15 22:23:35.664140 UTC","2022-11-15 22:23:35.664140 UTC","1","Johns Inc Co No 273","active"
"2604","2022-11-15 22:23:36.954625 UTC","2022-11-15 22:23:36.954625 UTC","3","Toy Inc Co No 281","active"
"2635","2022-11-15 22:23:41.857375 UTC","2022-11-15 22:23:41.857375 UTC","3","Hamill-Berge Co No 312","active"
"2636","2022-11-15 22:23:42.028888 UTC","2022-11-15 22:23:42.028888 UTC","7","Hermann, Kulas and Ankunding Co No 313","active"
"2642","2022-11-15 22:23:43.007231 UTC","2022-11-15 22:23:43.007231 UTC","2","Daniel LLC Co No 319","active"
"2725","2022-11-15 22:23:56.816336 UTC","2022-11-15 22:23:56.816336 UTC","1","Price Group Co No 402","active"
"2739","2022-11-15 22:23:59.082376 UTC","2022-11-15 22:23:59.082376 UTC","3","Conn LLC Co No 416","active"
"2763","2022-11-15 22:24:05.801863 UTC","2022-11-15 22:24:05.801863 UTC","4","Bradtke-Gaylord Co No 440","active"
"2772","2022-11-15 22:24:07.383801 UTC","2022-11-15 22:24:07.383801 UTC","6","Hettinger-Mayer Co No 449","active"
"2781","2022-11-15 22:24:08.926227 UTC","2022-11-15 22:24:08.926227 UTC","2","Franecki LLC Co No 458","active"
"2794","2022-11-15 22:24:11.104384 UTC","2022-11-15 22:24:11.104384 UTC","4","Cassin Inc Co No 471","active"
"2812","2022-11-15 22:24:14.109094 UTC","2022-11-15 22:24:14.109094 UTC","5","Gaylord, Reynolds and Thompson Co No 489","active"
"2835","2022-11-15 22:24:18.246441 UTC","2022-11-15 22:24:18.246441 UTC","5","Jacobs Inc Co No 512","active"
"2840","2022-11-15 22:24:19.127354 UTC","2022-11-15 22:24:19.127354 UTC","7","Wunsch-Volkman Co No 517","active"
"2865","2022-11-15 22:24:23.493062 UTC","2022-11-15 22:24:23.493062 UTC","1","Fisher Inc Co No 542","active"
"2877","2022-11-15 22:24:25.593724 UTC","2022-11-15 22:24:25.593724 UTC","7","Hansen LLC Co No 554","active"
"2932","2022-11-15 22:24:35.727564 UTC","2022-11-15 22:24:35.727564 UTC","2","Schamberger-Johnson Co No 609","active"
"2941","2022-11-15 22:24:37.226833 UTC","2022-11-15 22:24:37.226833 UTC","5","Simonis, Cummings and Schmeler Co No 618","active"
"2942","2022-11-15 22:24:37.387607 UTC","2022-11-15 22:24:37.387607 UTC","4","Mohr-Oberbrunner Co No 619","active"
"2964","2022-11-15 22:24:41.072150 UTC","2022-11-15 22:24:41.072150 UTC","1","Fisher LLC Co No 641","active"
"2977","2022-11-15 22:24:43.278833 UTC","2022-11-15 22:24:43.278833 UTC","6","Shanahan-O'Connell Co No 654","active"
"3016","2022-11-15 22:24:50.211973 UTC","2022-11-15 22:24:50.211973 UTC","5","Metz-Welch Co No 693","active"
"3039","2022-11-15 22:24:54.082933 UTC","2022-11-15 22:24:54.082933 UTC","2","Towne-Abernathy Co No 716","active"
"3048","2022-11-15 22:24:55.632278 UTC","2022-11-15 22:24:55.632278 UTC","4","Padberg-Smith Co No 725","active"
"3069","2022-11-15 22:24:59.100415 UTC","2022-11-15 22:24:59.100415 UTC","2","Kuhlman-Heller Co No 746","active"
"3077","2022-11-15 22:25:00.634705 UTC","2022-11-15 22:25:00.634705 UTC","5","Mraz, Larson and Bednar Co No 754","active"
"3089","2022-11-15 22:25:05.371943 UTC","2022-11-15 22:25:05.371943 UTC","5","Grant Inc Co No 766","active"
"3094","2022-11-15 22:25:06.260278 UTC","2022-11-15 22:25:06.260278 UTC","7","O'Conner-Swaniawski Co No 771","active"
"3117","2022-11-15 22:25:10.607003 UTC","2022-11-15 22:25:10.607003 UTC","3","Block, Legros and Hilpert Co No 794","active"
"3136","2022-11-15 22:25:13.991523 UTC","2022-11-15 22:25:13.991523 UTC","7","Jacobi-Hoppe Co No 813","active"
"3169","2022-11-15 22:25:19.819157 UTC","2022-11-15 22:25:19.819157 UTC","1","Gleichner, Schoen and Terry Co No 846","active"
"3170","2022-11-15 22:25:20.018506 UTC","2022-11-15 22:25:20.018506 UTC","3","Zieme-McKenzie Co No 847","active"
"3171","2022-11-15 22:25:20.221578 UTC","2022-11-15 22:25:20.221578 UTC","7","Kunze-Boyer Co No 848","active"
"3184","2022-11-15 22:25:22.477116 UTC","2022-11-15 22:25:22.477116 UTC","6","Keeling-Bartell Co No 861","active"
"3186","2022-11-15 22:25:22.808246 UTC","2022-11-15 22:25:22.808246 UTC","2","Sipes Group Co No 863","active"
"3198","2022-11-15 22:25:24.917284 UTC","2022-11-15 22:25:24.917284 UTC","7","Schuppe-Stamm Co No 875","active"
"3208","2022-11-15 22:25:26.728970 UTC","2022-11-15 22:25:26.728970 UTC","1","Rath-Kozey Co No 885","active"
"3307","2022-11-15 22:25:43.595853 UTC","2022-11-15 22:25:43.595853 UTC","7","Hilll Inc Co No 984","active"
"3221","2022-11-15 22:25:28.854171 UTC","2022-11-15 22:25:28.854171 UTC","1","Satterfield and Sons Co No 898","active"
"3225","2022-11-15 22:25:29.482565 UTC","2022-11-15 22:25:29.482565 UTC","4","Langworth LLC Co No 902","active"
"3297","2022-11-15 22:25:41.983563 UTC","2022-11-15 22:25:41.983563 UTC","3","Osinski-Cummerata Co No 974","active"
