"id","acquirer_id","name","state","created_at","updated_at"
"1179","5","Walsh, Boyer and Wisozk Co No 893","active","2022-11-15 22:10:11.887319 UTC","2022-11-15 22:10:11.887319 UTC"
"1212","6","Rau, Dare and Nicolas Co No 926","active","2022-11-15 22:10:17.458635 UTC","2022-11-15 22:10:17.458635 UTC"
"1246","9","Rowe-Bauch Co No 960","active","2022-11-15 22:10:22.961511 UTC","2022-11-15 22:10:22.961511 UTC"
"1254","8","Barton-Moen Co No 968","active","2022-11-15 22:10:24.261768 UTC","2022-11-15 22:10:24.261768 UTC"
"1255","7","Boyer, Murphy and Heller Co No 969","active","2022-11-15 22:10:24.429128 UTC","2022-11-15 22:10:24.429128 UTC"
"1283","7","Bednar Group Co No 997","active","2022-11-15 22:10:28.921542 UTC","2022-11-15 22:10:28.921542 UTC"
"1285","3","Lowe-Jacobs Co No 999","active","2022-11-15 22:10:29.249271 UTC","2022-11-15 22:10:29.249271 UTC"
"1295","4","Nienow-Kemmer Co No 1009","active","2022-11-15 22:10:31.159664 UTC","2022-11-15 22:10:31.159664 UTC"
"1322","5","Zieme, VonRueden and Frami Co No 1036","active","2022-11-15 22:10:35.775459 UTC","2022-11-15 22:10:35.775459 UTC"
"1351","2","Kovacek, Koch and Schaden Co No 1065","active","2022-11-15 22:10:40.689059 UTC","2022-11-15 22:10:40.689059 UTC"
"1435","8","Howe, Beier and Cassin Co No 1149","active","2022-11-15 22:10:54.947729 UTC","2022-11-15 22:10:54.947729 UTC"
"1518","8","Hamill-Hirthe Co No 1232","active","2022-11-15 22:11:10.956341 UTC","2022-11-15 22:11:10.956341 UTC"
"1571","5","Wisoky, Wintheiser and Will Co No 1285","active","2022-11-15 22:11:19.848555 UTC","2022-11-15 22:11:19.848555 UTC"
"1580","8","Rohan-Treutel Co No 1294","active","2022-11-15 22:11:21.340561 UTC","2022-11-15 22:11:21.340561 UTC"
"1598","3","Powlowski-Tillman Co No 1312","active","2022-11-15 22:11:24.251495 UTC","2022-11-15 22:11:24.251495 UTC"
"1618","6","Harber and Sons Co No 1332","active","2022-11-15 22:11:27.556101 UTC","2022-11-15 22:11:27.556101 UTC"
"1628","4","MacGyver LLC Co No 1342","active","2022-11-15 22:11:29.142664 UTC","2022-11-15 22:11:29.142664 UTC"
"975","1","Mante-Kertzmann Co No 689","active","2022-11-15 22:09:34.650691 UTC","2022-11-15 22:09:34.650691 UTC"
"58","2","Test for Nets F12","active","2017-08-29 09:52:05.344059 UTC","2021-12-29 10:00:22.328491 UTC"
"91","1","Lauri SEB test merchant","active","2018-05-11 05:18:37.145653 UTC","2021-12-29 10:00:22.404113 UTC"
"64","2","1801 test","suspended","2018-01-18 09:50:43.640144 UTC","2021-12-31 09:57:24.434570 UTC"
"290","3","Goldner, Klein and Boehm Co No 4","active","2022-11-15 22:07:35.605556 UTC","2022-11-15 22:07:35.605556 UTC"
"303","3","Crist, Orn and Christiansen Co No 17","active","2022-11-15 22:07:37.763235 UTC","2022-11-15 22:07:37.763235 UTC"
"313","5","Christiansen, McDermott and Morissette Co No 27","active","2022-11-15 22:07:39.404350 UTC","2022-11-15 22:07:39.404350 UTC"
"321","3","Fisher Group Co No 35","active","2022-11-15 22:07:40.693192 UTC","2022-11-15 22:07:40.693192 UTC"
"322","9","Blanda LLC Co No 36","active","2022-11-15 22:07:40.845708 UTC","2022-11-15 22:07:40.845708 UTC"
"339","6","Dietrich, Heller and O'Keefe Co No 53","active","2022-11-15 22:07:43.487533 UTC","2022-11-15 22:07:43.487533 UTC"
"342","4","Kuvalis, Kuvalis and Hintz Co No 56","active","2022-11-15 22:07:43.972043 UTC","2022-11-15 22:07:43.972043 UTC"
"50","2","Test new Merchant","active","2017-05-04 02:35:45.209082 UTC","2021-12-31 09:57:24.250980 UTC"
"359","9","Bartoletti, Dare and Boyle Co No 73","active","2022-11-15 22:07:47.132062 UTC","2022-11-15 22:07:47.132062 UTC"
"136","1","Token Test","active","2020-02-05 10:34:03.768628 UTC","2021-12-29 10:00:22.291205 UTC"
"860","7","Bechtelar Inc Co No 574","active","2022-11-15 22:09:14.974180 UTC","2022-11-15 22:09:14.974180 UTC"
"393","4","Runolfsson, Ziemann and Cartwright Co No 107","active","2022-11-15 22:07:52.589880 UTC","2022-11-15 22:07:52.589880 UTC"
"396","1","Glover Group Co No 110","active","2022-11-15 22:07:53.058457 UTC","2022-11-15 22:07:53.058457 UTC"
"398","6","Bailey, Simonis and Rowe Co No 112","active","2022-11-15 22:07:53.369825 UTC","2022-11-15 22:07:53.369825 UTC"
"992","1","Predovic-Donnelly Co No 706","active","2022-11-15 22:09:37.589156 UTC","2022-11-15 22:09:37.589156 UTC"
"411","4","Kunde, Hartmann and Considine Co No 125","active","2022-11-15 22:07:55.535357 UTC","2022-11-15 22:07:55.535357 UTC"
"417","5","Langworth-Kozey Co No 131","active","2022-11-15 22:07:56.513425 UTC","2022-11-15 22:07:56.513425 UTC"
"422","7","Dicki-Kreiger Co No 136","active","2022-11-15 22:07:57.331069 UTC","2022-11-15 22:07:57.331069 UTC"
"425","9","Mayer-Gulgowski Co No 139","active","2022-11-15 22:07:57.797012 UTC","2022-11-15 22:07:57.797012 UTC"
"434","4","Bahringer and Sons Co No 148","active","2022-11-15 22:07:59.186312 UTC","2022-11-15 22:07:59.186312 UTC"
"152","3","Swed SvHu Merchant","active","2020-03-21 07:28:36.438051 UTC","2025-01-29 06:21:04.818871 UTC"
"447","2","Hayes-Abernathy Co No 161","active","2022-11-15 22:08:02.161802 UTC","2022-11-15 22:08:02.161802 UTC"
"873","8","Bahringer and Sons Co No 587","active","2022-11-15 22:09:17.249125 UTC","2022-11-15 22:09:17.249125 UTC"
"192","2","Maksekeskus Test1","active","2021-01-06 13:14:42.565349 UTC","2021-12-29 10:00:28.741219 UTC"
"466","7","Leffler, Bosco and Cartwright Co No 180","active","2022-11-15 22:08:06.576117 UTC","2022-11-15 22:08:06.576117 UTC"
"475","5","Pagac-Nicolas Co No 189","active","2022-11-15 22:08:08.087054 UTC","2022-11-15 22:08:08.087054 UTC"
"481","9","Bailey Inc Co No 195","active","2022-11-15 22:08:09.135646 UTC","2022-11-15 22:08:09.135646 UTC"
"496","6","Considine, Wolff and Orn Co No 210","active","2022-11-15 22:08:11.600935 UTC","2022-11-15 22:08:11.600935 UTC"
"2962","2","Leannon-Morissette Co No 639","active","2022-11-15 22:24:40.757456 UTC","2022-11-15 22:24:40.757456 UTC"
"3003","3","Kuphal LLC Co No 680","active","2022-11-15 22:24:47.976478 UTC","2022-11-15 22:24:47.976478 UTC"
"3023","4","Morar-Senger Co No 700","active","2022-11-15 22:24:51.416181 UTC","2022-11-15 22:24:51.416181 UTC"
"3181","3","Leffler-Stark Co No 858","active","2022-11-15 22:25:21.963740 UTC","2022-11-15 22:25:21.963740 UTC"
"3286","5","Upton, Bergstrom and Bogan Co No 963","active","2022-11-15 22:25:40.187932 UTC","2022-11-15 22:25:40.187932 UTC"
"3388","7","Windler-Doyle Co No 1065","active","2022-11-15 22:25:57.480541 UTC","2022-11-15 22:25:57.480541 UTC"
"3401","6","Bergnaum-Abshire Co No 1078","active","2022-11-15 22:25:59.597940 UTC","2022-11-15 22:25:59.597940 UTC"
"3514","2","Rolfson Inc Co No 1191","active","2022-11-15 22:26:20.425070 UTC","2022-11-15 22:26:20.425070 UTC"
"3523","3","Brown-Hammes Co No 1200","active","2022-11-15 22:26:21.950556 UTC","2022-11-15 22:26:21.950556 UTC"
"3536","5","Langworth-Miller Co No 1213","active","2022-11-15 22:26:23.964342 UTC","2022-11-15 22:26:23.964342 UTC"
"3559","7","O'Keefe-Feest Co No 1236","active","2022-11-15 22:26:27.760665 UTC","2022-11-15 22:26:27.760665 UTC"
"3607","1","Nolan-Satterfield Co No 1284","active","2022-11-15 22:26:35.920484 UTC","2022-11-15 22:26:35.920484 UTC"
"3662","2","Trantow LLC Co No 1339","active","2022-11-15 22:26:44.917404 UTC","2022-11-15 22:26:44.917404 UTC"
"3684","3","Jaskolski LLC Co No 1361","active","2022-11-15 22:26:48.879886 UTC","2022-11-15 22:26:48.879886 UTC"
"3696","4","Cronin-Shanahan Co No 1373","active","2022-11-15 22:26:50.910862 UTC","2022-11-15 22:26:50.910862 UTC"
"3730","7","Hettinger LLC Co No 1407","active","2022-11-15 22:26:56.555306 UTC","2022-11-15 22:26:56.555306 UTC"
"3752","2","Satterfield-Torp Co No 1429","active","2022-11-15 22:27:00.343962 UTC","2022-11-15 22:27:00.343962 UTC"
"3781","3","Reinger-Carroll Co No 1458","active","2022-11-15 22:27:07.097844 UTC","2022-11-15 22:27:07.097844 UTC"
"3836","4","Cole, Casper and Rempel Co No 1513","active","2022-11-15 22:27:16.766593 UTC","2022-11-15 22:27:16.766593 UTC"
"3838","3","Feil LLC Co No 1515","active","2022-11-15 22:27:17.094780 UTC","2022-11-15 22:27:17.094780 UTC"
"3882","7","Lesch, Funk and Witting Co No 1559","active","2022-11-15 22:27:24.837222 UTC","2022-11-15 22:27:24.837222 UTC"
"3936","2","Farrell, McCullough and Luettgen Co No 1613","active","2022-11-15 22:27:34.426729 UTC","2022-11-15 22:27:34.426729 UTC"
"3950","1","Heidenreich, McLaughlin and Tillman Co No 1627","active","2022-11-15 22:27:36.846560 UTC","2022-11-15 22:27:36.846560 UTC"
"3963","4","Muller and Sons Co No 1640","active","2022-11-15 22:27:38.960820 UTC","2022-11-15 22:27:38.960820 UTC"
"4020","4","Hansen LLC Co No 1697","active","2022-11-15 22:27:49.082814 UTC","2022-11-15 22:27:49.082814 UTC"
"4058","5","O'Hara-Beier Co No 1735","active","2022-11-15 22:27:55.970672 UTC","2022-11-15 22:27:55.970672 UTC"
"4086","6","Collins LLC Co No 1763","active","2022-11-15 22:28:01.051794 UTC","2022-11-15 22:28:01.051794 UTC"
"4106","3","Legros, MacGyver and Leannon Co No 1783","active","2022-11-15 22:28:06.288392 UTC","2022-11-15 22:28:06.288392 UTC"
"4108","2","Bogisich-Heidenreich Co No 1785","active","2022-11-15 22:28:06.613605 UTC","2022-11-15 22:28:06.613605 UTC"
"4120","3","Kassulke-Lesch Co No 1797","active","2022-11-15 22:28:08.682129 UTC","2022-11-15 22:28:08.682129 UTC"
"4169","1","Marvin-O'Reilly Co No 1846","active","2022-11-15 22:28:17.068551 UTC","2022-11-15 22:28:17.068551 UTC"
"4218","6","Rolfson and Sons Co No 1895","active","2022-11-15 22:28:25.428518 UTC","2022-11-15 22:28:25.428518 UTC"
"4271","5","Anderson, Ziemann and Price Co No 1948","active","2022-11-15 22:28:34.666654 UTC","2022-11-15 22:28:34.666654 UTC"
"4299","3","O'Keefe Inc Co No 1976","active","2022-11-15 22:28:39.309050 UTC","2022-11-15 22:28:39.309050 UTC"
"4303","5","Heathcote, Anderson and Auer Co No 1980","active","2022-11-15 22:28:39.940099 UTC","2022-11-15 22:28:39.940099 UTC"
"4520","5","Roberts-Hayes Co No 2197","active","2022-11-15 22:29:20.132900 UTC","2022-11-15 22:29:20.132900 UTC"
"4534","5","Steuber and Sons Co No 2211","active","2022-11-15 22:29:22.651372 UTC","2022-11-15 22:29:22.651372 UTC"
"4595","6","Koss LLC Co No 2272","active","2022-11-15 22:29:33.565033 UTC","2022-11-15 22:29:33.565033 UTC"
"4624","4","Ward, Leffler and Runolfsdottir Co No 2301","active","2022-11-15 22:29:38.778681 UTC","2022-11-15 22:29:38.778681 UTC"
"4652","1","Koepp-Hermann Co No 2329","active","2022-11-15 22:29:43.519962 UTC","2022-11-15 22:29:43.519962 UTC"
"4654","6","Beer, White and Marquardt Co No 2331","active","2022-11-15 22:29:43.837206 UTC","2022-11-15 22:29:43.837206 UTC"
"4698","5","Emard, Heidenreich and Franecki Co No 2375","active","2022-11-15 22:29:51.640969 UTC","2022-11-15 22:29:51.640969 UTC"
"4785","2","Leffler, Bosco and Cartwright Co No 2462","active","2022-11-15 22:30:09.395955 UTC","2022-11-15 22:30:09.395955 UTC"
"278","8","Riho 81","active","2022-06-08 12:42:34.106742 UTC","2022-06-08 12:42:34.129704 UTC"
"633","2","Ruecker, Armstrong and Strosin Co No 347","active","2022-11-15 22:08:34.333977 UTC","2022-11-15 22:08:34.333977 UTC"
"728","9","Raynor LLC Co No 442","active","2022-11-15 22:08:50.380714 UTC","2022-11-15 22:08:50.380714 UTC"
"4830","2","WebDriverLhvee","active","2023-10-03 11:13:13.901411 UTC","2024-05-28 11:21:19.052522 UTC"
"3797","6","Windler Group Co No 1474","active","2022-11-15 22:27:09.788860 UTC","2022-11-15 22:27:09.788860 UTC"
"133","2","Maris Demo Shop","active","2019-12-19 13:49:02.997540 UTC","2021-12-29 10:00:23.041987 UTC"
"238","2","Lia kaupm1 LHV","active","2021-10-01 08:41:27.244057 UTC","2023-11-08 03:51:57.792304 UTC"
"49","2","Payment Facilitator Test","active","2016-10-28 07:47:53.256620 UTC","2021-06-03 10:51:14.828688 UTC"
"176","5","UAB INCHCAPE MOTORS","active","2020-09-30 08:17:44.462626 UTC","2021-12-29 10:00:22.122392 UTC"
"235","2","Candy OÜ","active","2021-09-16 09:46:10.609171 UTC","2021-12-29 10:00:24.288187 UTC"
"255","2","testt OÜ","suspended","2022-03-23 11:08:48.750749 UTC","2022-04-12 08:17:15.110087 UTC"
"836","8","Mraz LLC Co No 550","active","2022-11-15 22:09:10.950466 UTC","2022-11-15 22:09:10.950466 UTC"
"928","4","Osinski, Schinner and Ritchie Co No 642","active","2022-11-15 22:09:26.502562 UTC","2022-11-15 22:09:26.502562 UTC"
"948","1","Waters, Schuster and Goldner Co No 662","active","2022-11-15 22:09:29.750147 UTC","2022-11-15 22:09:29.750147 UTC"
"953","2","Haag and Sons Co No 667","active","2022-11-15 22:09:30.936405 UTC","2022-11-15 22:09:30.936405 UTC"
"959","9","Tromp Group Co No 673","active","2022-11-15 22:09:31.964339 UTC","2022-11-15 22:09:31.964339 UTC"
"248","4","Test Merchant SEB LV","active","2022-01-03 07:29:57.687590 UTC","2022-01-03 07:29:57.718647 UTC"
"30","2","Test 5","suspended","2016-01-06 07:59:21.363758 UTC","2021-12-31 09:57:24.455610 UTC"
"286","1","O'Kon Inc Co No 0","active","2022-11-15 22:07:34.868970 UTC","2022-11-15 22:07:34.868970 UTC"
"308","5","Rippin Group Co No 22","active","2022-11-15 22:07:38.566439 UTC","2022-11-15 22:07:38.566439 UTC"
"326","7","Doyle and Sons Co No 40","active","2022-11-15 22:07:41.454696 UTC","2022-11-15 22:07:41.454696 UTC"
"1633","7","Stracke-Carroll Co No 1347","active","2022-11-15 22:11:30.087925 UTC","2022-11-15 22:11:30.087925 UTC"
"1661","3","Keebler-Wunsch Co No 1375","active","2022-11-15 22:11:34.958504 UTC","2022-11-15 22:11:34.958504 UTC"
"1704","7","Heathcote and Sons Co No 1418","active","2022-11-15 22:11:42.083610 UTC","2022-11-15 22:11:42.083610 UTC"
"1733","5","Keebler-Green Co No 1447","active","2022-11-15 22:11:47.380277 UTC","2022-11-15 22:11:47.380277 UTC"
"1765","9","Hessel, Roberts and Leuschke Co No 1479","active","2022-11-15 22:11:52.761610 UTC","2022-11-15 22:11:52.761610 UTC"
"1745","4","Sawayn LLC Co No 1459","active","2022-11-15 22:11:49.345369 UTC","2022-11-15 22:11:49.345369 UTC"
"1783","8","Haag, Terry and Schaefer Co No 1497","active","2022-11-15 22:11:55.767373 UTC","2022-11-15 22:11:55.767373 UTC"
"1901","2","Fahey, Brakus and Bartoletti Co No 1615","active","2022-11-15 22:12:18.535537 UTC","2022-11-15 22:12:18.535537 UTC"
"1945","1","Lubowitz Group Co No 1659","active","2022-11-15 22:12:25.934338 UTC","2022-11-15 22:12:25.934338 UTC"
"1948","9","Kulas-Gulgowski Co No 1662","active","2022-11-15 22:12:26.426275 UTC","2022-11-15 22:12:26.426275 UTC"
"1981","9","Beer-Dooley Co No 1695","active","2022-11-15 22:12:32.124514 UTC","2022-11-15 22:12:32.124514 UTC"
"1994","6","Hermann, Fisher and Feeney Co No 1708","active","2022-11-15 22:12:34.337600 UTC","2022-11-15 22:12:34.337600 UTC"
"2004","1","Okuneva-O'Kon Co No 1718","active","2022-11-15 22:12:36.051198 UTC","2022-11-15 22:12:36.051198 UTC"
"2033","9","Wiza, Schmitt and Ratke Co No 1747","active","2022-11-15 22:12:40.945624 UTC","2022-11-15 22:12:40.945624 UTC"
"2069","5","Bergstrom Group Co No 1783","active","2022-11-15 22:12:47.119092 UTC","2022-11-15 22:12:47.119092 UTC"
"2111","4","Orn Group Co No 1825","active","2022-11-15 22:12:53.872102 UTC","2022-11-15 22:12:53.872102 UTC"
"2160","8","Frami, Rath and Cartwright Co No 1874","active","2022-11-15 22:13:04.437840 UTC","2022-11-15 22:13:04.437840 UTC"
"2161","9","Price LLC Co No 1875","active","2022-11-15 22:13:04.671506 UTC","2022-11-15 22:13:04.671506 UTC"
"2180","7","Dicki Group Co No 1894","active","2022-11-15 22:13:07.975563 UTC","2022-11-15 22:13:07.975563 UTC"
"2221","5","Wunsch and Sons Co No 1935","active","2022-11-15 22:13:15.908732 UTC","2022-11-15 22:13:15.908732 UTC"
"2228","1","Lind-Huel Co No 1942","active","2022-11-15 22:13:17.368115 UTC","2022-11-15 22:13:17.368115 UTC"
"2248","3","Dibbert and Sons Co No 1962","active","2022-11-15 22:13:20.820468 UTC","2022-11-15 22:13:20.820468 UTC"
"2260","7","Feeney and Sons Co No 1974","active","2022-11-15 22:13:22.811236 UTC","2022-11-15 22:13:22.811236 UTC"
"2286","6","Gleichner, Schoen and Terry Co No 2000","active","2022-11-15 22:13:27.161141 UTC","2022-11-15 22:13:27.161141 UTC"
"2288","2","Littel-Yundt Co No 2002","active","2022-11-15 22:13:27.499451 UTC","2022-11-15 22:13:27.499451 UTC"
"2313","8","Tremblay, Williamson and Ebert Co No 2027","active","2022-11-15 22:13:31.750322 UTC","2022-11-15 22:13:31.750322 UTC"
"2348","7","Upton, Gleichner and Sporer Co No 25","active","2022-11-15 22:22:52.672720 UTC","2022-11-15 22:22:52.672720 UTC"
"2385","6","Kuphal Inc Co No 62","active","2022-11-15 22:22:58.722236 UTC","2022-11-15 22:22:58.722236 UTC"
"2392","2","Hirthe, Metz and Haley Co No 69","active","2022-11-15 22:22:59.864640 UTC","2022-11-15 22:22:59.864640 UTC"
"2395","3","Berge, Bahringer and Turner Co No 72","active","2022-11-15 22:23:00.546836 UTC","2022-11-15 22:23:00.546836 UTC"
"2427","6","Gerlach and Sons Co No 104","active","2022-11-15 22:23:07.697166 UTC","2022-11-15 22:23:07.697166 UTC"
"2479","1","Carter and Sons Co No 156","active","2022-11-15 22:23:16.316594 UTC","2022-11-15 22:23:16.316594 UTC"
"2481","2","King, Sauer and Windler Co No 158","active","2022-11-15 22:23:16.629341 UTC","2022-11-15 22:23:16.629341 UTC"
"2492","2","Larson, Ortiz and Rath Co No 169","active","2022-11-15 22:23:18.380291 UTC","2022-11-15 22:23:18.380291 UTC"
"2523","2","Nienow, Shanahan and Kovacek Co No 200","active","2022-11-15 22:23:23.499525 UTC","2022-11-15 22:23:23.499525 UTC"
"2553","5","Cassin-Brown Co No 230","active","2022-11-15 22:23:28.389731 UTC","2022-11-15 22:23:28.389731 UTC"
"2568","2","Lehner-McGlynn Co No 245","active","2022-11-15 22:23:31.074730 UTC","2022-11-15 22:23:31.074730 UTC"
"2603","1","Schmeler and Sons Co No 280","active","2022-11-15 22:23:36.803546 UTC","2022-11-15 22:23:36.803546 UTC"
"2675","2","Pfeffer, Cummerata and Schmeler Co No 352","active","2022-11-15 22:23:48.710746 UTC","2022-11-15 22:23:48.710746 UTC"
"2680","4","Heaney-Mitchell Co No 357","active","2022-11-15 22:23:49.502101 UTC","2022-11-15 22:23:49.502101 UTC"
"2714","6","Okuneva-Wisozk Co No 391","active","2022-11-15 22:23:55.089078 UTC","2022-11-15 22:23:55.089078 UTC"
"2760","7","Mayert, Block and Goodwin Co No 437","active","2022-11-15 22:24:05.280809 UTC","2022-11-15 22:24:05.280809 UTC"
"2786","2","Satterfield and Sons Co No 463","active","2022-11-15 22:24:09.777348 UTC","2022-11-15 22:24:09.777348 UTC"
"2793","6","McKenzie Inc Co No 470","active","2022-11-15 22:24:10.931758 UTC","2022-11-15 22:24:10.931758 UTC"
"2817","3","Kozey-Fadel Co No 494","active","2022-11-15 22:24:15.139470 UTC","2022-11-15 22:24:15.139470 UTC"
"2822","4","O'Conner-Swaniawski Co No 499","active","2022-11-15 22:24:16.052662 UTC","2022-11-15 22:24:16.052662 UTC"
"2857","1","Rice, Keeling and Beier Co No 534","active","2022-11-15 22:24:22.133133 UTC","2022-11-15 22:24:22.133133 UTC"
"2916","3","Bode Group Co No 593","active","2022-11-15 22:24:32.875717 UTC","2022-11-15 22:24:32.875717 UTC"
"2925","2","Reichert Group Co No 602","active","2022-11-15 22:24:34.448166 UTC","2022-11-15 22:24:34.448166 UTC"
"3008","2","Kilback and Sons Co No 685","active","2022-11-15 22:24:48.870577 UTC","2022-11-15 22:24:48.870577 UTC"
"3014","1","Bogisich-Powlowski Co No 691","active","2022-11-15 22:24:49.867988 UTC","2022-11-15 22:24:49.867988 UTC"
"3027","2","DuBuque LLC Co No 704","active","2022-11-15 22:24:52.102162 UTC","2022-11-15 22:24:52.102162 UTC"
"3038","6","Farrell Inc Co No 715","active","2022-11-15 22:24:53.906362 UTC","2022-11-15 22:24:53.906362 UTC"
"3067","7","Dare and Sons Co No 744","active","2022-11-15 22:24:58.763971 UTC","2022-11-15 22:24:58.763971 UTC"
"3074","2","Jacobi, Weissnat and Wolff Co No 751","active","2022-11-15 22:24:59.940976 UTC","2022-11-15 22:24:59.940976 UTC"
"3076","2","Volkman Inc Co No 753","active","2022-11-15 22:25:00.460145 UTC","2022-11-15 22:25:00.460145 UTC"
"3125","4","Gleason-Bartoletti Co No 802","active","2022-11-15 22:25:11.975889 UTC","2022-11-15 22:25:11.975889 UTC"
"3173","5","Hagenes, Corwin and Shanahan Co No 850","active","2022-11-15 22:25:20.583797 UTC","2022-11-15 22:25:20.583797 UTC"
"3200","1","Herman, Swaniawski and Johnston Co No 877","active","2022-11-15 22:25:25.278561 UTC","2022-11-15 22:25:25.278561 UTC"
"3239","5","Rempel Inc Co No 916","active","2022-11-15 22:25:32.233859 UTC","2022-11-15 22:25:32.233859 UTC"
"3252","6","Thiel and Sons Co No 929","active","2022-11-15 22:25:34.477855 UTC","2022-11-15 22:25:34.477855 UTC"
"3260","6","Gleason, Watsica and Lockman Co No 937","active","2022-11-15 22:25:35.847641 UTC","2022-11-15 22:25:35.847641 UTC"
"3268","5","Daniel, Weimann and Abbott Co No 945","active","2022-11-15 22:25:37.186091 UTC","2022-11-15 22:25:37.186091 UTC"
"3299","5","VonRueden, Reynolds and Yundt Co No 976","active","2022-11-15 22:25:42.353451 UTC","2022-11-15 22:25:42.353451 UTC"
"1719","8","Thiel, Rutherford and White Co No 1433","active","2022-11-15 22:11:44.675722 UTC","2022-11-15 22:11:44.675722 UTC"
"1736","5","Haag and Sons Co No 1450","active","2022-11-15 22:11:47.850718 UTC","2022-11-15 22:11:47.850718 UTC"
"4253","3","Kemmer-Leuschke Co No 1930","active","2022-11-15 22:28:31.593364 UTC","2022-11-15 22:28:31.593364 UTC"
"1781","6","O'Kon, Wehner and Hilll Co No 1495","active","2022-11-15 22:11:55.450738 UTC","2022-11-15 22:11:55.450738 UTC"
"1791","6","Wunsch Group Co No 1505","active","2022-11-15 22:11:57.053748 UTC","2022-11-15 22:11:57.053748 UTC"
"1795","9","Rau, Dare and Nicolas Co No 1509","active","2022-11-15 22:11:57.730267 UTC","2022-11-15 22:11:57.730267 UTC"
"1815","8","Leannon, Bins and Friesen Co No 1529","active","2022-11-15 22:12:01.231535 UTC","2022-11-15 22:12:01.231535 UTC"
"1827","7","Mitchell Group Co No 1541","active","2022-11-15 22:12:05.594477 UTC","2022-11-15 22:12:05.594477 UTC"
"1832","2","Hirthe Group Co No 1546","active","2022-11-15 22:12:06.445899 UTC","2022-11-15 22:12:06.445899 UTC"
"1774","9","Heller LLC Co No 1488","active","2022-11-15 22:11:54.266982 UTC","2022-11-15 22:11:54.266982 UTC"
"1851","2","Nader-Murazik Co No 1565","active","2022-11-15 22:12:09.746311 UTC","2022-11-15 22:12:09.746311 UTC"
"1853","8","Casper, Kuhic and Feeney Co No 1567","active","2022-11-15 22:12:10.088299 UTC","2022-11-15 22:12:10.088299 UTC"
"1900","9","Bernhard-Daugherty Co No 1614","active","2022-11-15 22:12:18.366287 UTC","2022-11-15 22:12:18.366287 UTC"
"1917","6","Rippin Group Co No 1631","active","2022-11-15 22:12:21.265080 UTC","2022-11-15 22:12:21.265080 UTC"
"1939","4","Waelchi, Wiegand and Brakus Co No 1653","active","2022-11-15 22:12:24.918857 UTC","2022-11-15 22:12:24.918857 UTC"
"1977","4","Schulist-Luettgen Co No 1691","active","2022-11-15 22:12:31.473950 UTC","2022-11-15 22:12:31.473950 UTC"
"1993","6","Weissnat Inc Co No 1707","active","2022-11-15 22:12:34.170345 UTC","2022-11-15 22:12:34.170345 UTC"
"2034","9","Schmidt, Balistreri and Emmerich Co No 1748","active","2022-11-15 22:12:41.109584 UTC","2022-11-15 22:12:41.109584 UTC"
"2048","1","Rempel and Sons Co No 1762","active","2022-11-15 22:12:43.387000 UTC","2022-11-15 22:12:43.387000 UTC"
"2084","3","Hermiston Inc Co No 1798","active","2022-11-15 22:12:49.515764 UTC","2022-11-15 22:12:49.515764 UTC"
"2088","3","Price, Schinner and Buckridge Co No 1802","active","2022-11-15 22:12:50.173867 UTC","2022-11-15 22:12:50.173867 UTC"
"2092","8","Kovacek, Hagenes and Bradtke Co No 1806","active","2022-11-15 22:12:50.802685 UTC","2022-11-15 22:12:50.802685 UTC"
"2156","9","Pollich Inc Co No 1870","active","2022-11-15 22:13:02.627645 UTC","2022-11-15 22:13:02.627645 UTC"
"2134","9","Toy Inc Co No 1848","active","2022-11-15 22:12:57.695034 UTC","2022-11-15 22:12:57.695034 UTC"
"2168","2","Haag, Abshire and Schmidt Co No 1882","active","2022-11-15 22:13:05.919046 UTC","2022-11-15 22:13:05.919046 UTC"
"2206","8","Dare-Gerlach Co No 1920","active","2022-11-15 22:13:12.598966 UTC","2022-11-15 22:13:12.598966 UTC"
"2213","8","Schaefer-Reichert Co No 1927","active","2022-11-15 22:13:13.775019 UTC","2022-11-15 22:13:13.775019 UTC"
"2233","5","Hamill, Barton and Hoppe Co No 1947","active","2022-11-15 22:13:18.231933 UTC","2022-11-15 22:13:18.231933 UTC"
"2265","7","O'Keefe Group Co No 1979","active","2022-11-15 22:13:23.599470 UTC","2022-11-15 22:13:23.599470 UTC"
"2271","3","Swift-Stokes Co No 1985","active","2022-11-15 22:13:24.624138 UTC","2022-11-15 22:13:24.624138 UTC"
"2273","9","Hickle LLC Co No 1987","active","2022-11-15 22:13:24.974961 UTC","2022-11-15 22:13:24.974961 UTC"
"2318","7","Mertz, Bosco and Klein Co No 2032","active","2022-11-15 22:13:32.560205 UTC","2022-11-15 22:13:32.560205 UTC"
"2329","3","Braun, Donnelly and Bode Co No 6","active","2022-11-15 22:22:49.378459 UTC","2022-11-15 22:22:49.378459 UTC"
"2343","5","Kohler and Sons Co No 20","active","2022-11-15 22:22:51.846530 UTC","2022-11-15 22:22:51.846530 UTC"
"2346","7","Hauck-Littel Co No 23","active","2022-11-15 22:22:52.337890 UTC","2022-11-15 22:22:52.337890 UTC"
"2347","2","Flatley and Sons Co No 24","active","2022-11-15 22:22:52.505558 UTC","2022-11-15 22:22:52.505558 UTC"
"2404","4","Howell-Greenfelder Co No 81","active","2022-11-15 22:23:03.600818 UTC","2022-11-15 22:23:03.600818 UTC"
