"id","merchant_id","acquirer_id","reference","order_reference","created_at","updated_at","state","card_type","details"
"2736185","4837","2","e8179cf59b22eddb805f0068f061c593246d654cad712a2f3edeedf52241ff2b","lhvXmonitorXstagingX1759373008","2025-10-02 02:43:29.846114 UTC","2025-10-02 02:43:30.189598 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T02:43:29.888Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736942","4831","1","d69bc379bfc5a4a343bbb170d153af50b3bd9aeaa9beca9db165fc93fb38b4c7","a0fa0917e7934720a822f3cb5b166303","2025-10-02 21:13:13.379959 UTC","2025-10-02 21:13:23.887044 UTC","settled","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.66.105"",""init_trans_created_at"":""2025-10-02T21:13:16.728Z"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS approved"",""state_3ds"":""3ds"",""eci"":""02"",""xid"":""OWNhZWI3YzMzZjM5ZWZjOGM5ZmU="",""pares_status"":""Y"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""4ed0dee0-cd5e-466b-b066-75a889f90b2a"",""emv3ds_transaction_status"":""Authentication Verification Successful"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Y-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61161971.1759439601.n6ehcPoXf"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""jOgwaokrvYVXCBEDpUHzAxEAAAA="",""response_code"":""00"",""cvc_result"":""M"",""authorisation_code"":""610950"",""issuer_decline"":false}"
"2736675","183","1","7d99e1616814237e4e9a3333403c84bb470965003431f9ffe89dc7ac74ab19fe","5cfd2a05dcc994b11636c21440770875-0","2025-10-02 15:05:16.712902 UTC","2025-10-02 15:05:18.038679 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:05:16.736Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""693137"",""issuer_decline"":false}"
"2736804","4837","2","1e5cca722762ed7fddd2246ac72089391311b5ae847ac2349202dc61e4f9910f","lhvXmonitorXstagingX1759436008","2025-10-02 20:13:29.893413 UTC","2025-10-02 20:13:30.316232 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T20:13:29.940Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736176","4837","2","428fe0f77d29bc181de771d29e57a8f1327b87ff96d076ff80ce7744600eec9d","lhvXmonitorXstagingX1759367608","2025-10-02 01:13:29.894788 UTC","2025-10-02 01:13:30.270801 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T01:13:29.943Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736581","4830","2","49aba1700126c8365ecb87525d8270ff789ced3549061d36dd6f83984b33e991","d31fff4ab137e8fd691b3d0d702d45e6","2025-10-02 09:12:51.698365 UTC","2025-10-02 09:13:05.424444 UTC","refunded","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.67.174"",""init_trans_created_at"":""2025-10-02T09:12:54.539Z"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS approved"",""state_3ds"":""3ds"",""eci"":""02"",""xid"":""NWNhNWVmYWVlYzRiYzU3YWYwNGE="",""pares_status"":""Y"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""59cb1022-fa34-473b-ba4d-fcc27936bfa7"",""emv3ds_transaction_status"":""Authentication Verification Successful"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Y-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61126081.1759396379.xF8vCezpD"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRBgleAAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""535458"",""issuer_decline"":false,""refund_stan"":""060569""}"
"2736584","4831","1","956c41796133913380e5f65a2d66d74179fa420908db4098c2f3b54148fa993d","19cfcb30de09217f34affe3b5ac54a26","2025-10-02 09:12:55.727597 UTC","2025-10-02 09:13:17.786468 UTC","settled",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T09:13:01.274Z"",""response_code"":""ACSC""}"
"2736963","4830","2","c008d8a135a0bcfe536acaac49269c5ce1ec3d4e75212b738b466eb95f223d57","2pge64/9Fxuepvtch","2025-10-02 21:14:25.838462 UTC","2025-10-02 21:14:25.838462 UTC","initial",,"{""api_version"":""linkpay""}"
"2736629","4831","1","cde64d96274d0c9ea4fad0fcf1a29b6d67d3ae42c61eda0ad172873b89c4c97b","ixm7so/mWp9CrBnCn","2025-10-02 09:16:26.726242 UTC","2025-10-02 09:16:28.442209 UTC","initial",,"{""api_version"":""linkpay""}"
"2736926","4830","2","1a7b733e391d116e3043e2a62f6afbddf208c43497dbbd302d8c388520746124","71e4fb5f644d7bb298689cb3acc8a12b","2025-10-02 21:12:19.062657 UTC","2025-10-02 21:12:29.261891 UTC","settled","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.66.105"",""init_trans_created_at"":""2025-10-02T21:12:21.567Z"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS approved"",""state_3ds"":""3ds"",""eci"":""02"",""xid"":""M2RmY2E2ZGQzYzQyMTAzMDc1ZGQ="",""pares_status"":""Y"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""f7f01dfe-3e52-4876-ab0b-d1faf725a95e"",""emv3ds_transaction_status"":""Authentication Verification Successful"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Y-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61161821.1759439546.4abnsV6s3"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRPNFbAAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""535772"",""issuer_decline"":false}"
"2736854","4832","3","389fb925494a9aa4b2bd4cd5677bbe367b3f845dec5ff1a3740d12e4f0d4f885","66792ad8bc76752d891d0080be3f99c2","2025-10-02 21:07:45.111310 UTC","2025-10-02 21:07:51.972449 UTC","failed","2","{""api_version"":""apiv4"",""locale"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T21:07:45.350Z"",""masked_cc_number_hash"":""DZaCLg0Ize96XmP0nFUpu24q68GshLU5Q0E2QpNpQLc=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""3ds_prompted"":true,""3ds_result"":""3DS declined"",""state_3ds"":""declined"",""eci"":""00"",""xid"":""MDEwNzFjYzY4NDI2YzYxMTQ3YmM="",""pares_status"":""N"",""veres_result"":""Enrolled"",""3ds_liability_shift"":false,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""92a0bd0d-9b4e-439e-8ded-9e645a1a4f41"",""emv3ds_transaction_status"":""Not Authenticated /Account Not Verified; Transaction denied"",""emv3ds_status_reason"":""Card authentication failed"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":""01: Card authentication failed"",""provider_errormessage"":""N-status/Challenge authentication via ACS: https://3ds-acs.staging.modirum.com/mdpayacs/creq;token=61161381.1759439270.OAqSGc_hK"",""emv3ds_authentication_type"":""Static"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""""}"
"2736985","4831","1","114b9b6aa0ac72b6005e4a9c4973cf83e3a13ea414ad76137642bf9c186fb0f3","ixm7so/WISb7NS8dP","2025-10-02 21:16:06.511372 UTC","2025-10-02 21:16:06.511372 UTC","initial",,"{""api_version"":""linkpay""}"
"2736378","4837","2","c65ea20899891ce163fe049d2ecf1fb502c411fbcbdeb943ed97054501e2d59c","lhvXmonitorXstagingX1759382608","2025-10-02 05:23:29.831311 UTC","2025-10-02 05:23:30.278814 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T05:23:29.875Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736354","4831","1","4ffdce6a216a0043526d85e5895ac1de9216a149e3ca2526251c41379e79cc45","ixm7so/uxANLOt6Dg","2025-10-02 03:28:24.278926 UTC","2025-10-02 03:28:24.278926 UTC","initial",,"{""api_version"":""linkpay""}"
"2736313","4831","1","35bae04a674aac40678417d0c5b1718d792576b0725594b66ccf4f39f9bbdabb","f5622fce253c84e1379c53913aa29eb0","2025-10-02 03:25:56.746144 UTC","2025-10-02 03:26:18.140211 UTC","settled",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T03:26:02.028Z"",""response_code"":""ACSC""}"
"2736212","4830","2","1d2d90974491029db98d15beb8e8229d9542a7a6c2732c41571f9b9d6e467a52","c49c60f0031a2ba534467c6e85abb60c","2025-10-02 03:19:59.522272 UTC","2025-10-02 03:20:08.230693 UTC","failed",,"{""payment_description"":""description for testing"",""api_version"":""apiv4"",""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T03:20:04.163Z"",""response_code"":""ACTC""}"
"2736859","4830","2","92f58190b97b7b689079d058436fa113370cb005be345075c5e55ec90c9a3d20","2f120a543e617cd71a20de9592e9ed26","2025-10-02 21:08:16.433979 UTC","2025-10-02 21:08:18.215731 UTC","settled","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T21:08:16.463Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""535755"",""issuer_decline"":false}"
"2736522","4830","2","c13bfbcde83bc2a615a76ded9e84defd254fb8aa8a463f4702f768b850eba941","fbd0c6e457761e21768054aeac7febd0","2025-10-02 09:08:54.085372 UTC","2025-10-02 09:09:13.126160 UTC","settled",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":""10.71.67.174"",""init_trans_created_at"":""2025-10-02T09:09:00.184Z"",""response_code"":""ACSC""}"
"2736589","4832","3","3216c89579b36876b8dfc9f20193547908f83f2a356e3f25ac99bbbdc7091315","3d693652218cb18ef0ad6687b31136de","2025-10-02 09:13:22.353501 UTC","2025-10-02 09:13:31.232153 UTC","settled","2","{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.67.174"",""init_trans_created_at"":""2025-10-02T09:13:25.162Z"",""masked_cc_number_hash"":""wB4GCbvGtjBPYw8S74IZh68ZYtu146VSraIvyEm1qCk=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""provider_3ds"":""modirum"",""3ds_requested"":true,""3ds_prompted"":true,""3ds_result"":""3DS attempted"",""state_3ds"":""attempted"",""eci"":""01"",""xid"":""MmE0NDQ2OWFmNGU1MGM4NGQzYjI="",""pares_status"":""A"",""veres_result"":""Enrolled"",""3ds_liability_shift"":true,""3ds_protocol"":""3DS2.2.0"",""ds_trans_id"":""478914c1-0a24-474c-8924-dc146757cf5e"",""emv3ds_transaction_status"":""Attempts Processing Performed; Not Authenticated/Verified, but a proof of attempted authentication/verification is provided"",""emv3ds_status_reason"":""undefined"",""emv3ds_server_errorcode"":"""",""emv3ds_server_errordetail"":"""",""provider_errormessage"":""Valid authentication attempt"",""emv3ds_authentication_type"":""undefined"",""3ds_challenge_cancelation_indicator"":""undefined"",""cavv"":""xgQRdbS0AAAAAAAAAAAAAAAAAAA="",""response_code"":""000"",""cvc_result"":""M"",""authorisation_code"":""946869"",""issuer_decline"":false}"
"2736553","4830","2","22a1640aa58ae98b8d9306816071c5574476cddc93d48f58121a9af357f0d96a","c4bfe553c74163d8c6bb78845036cd98","2025-10-02 09:10:35.274880 UTC","2025-10-02 09:10:50.663935 UTC","settled",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""revolut_ob"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T09:10:43.753Z"",""response_code"":""AcceptedSettlementCompleted""}"
"2736463","4830","2","86688ff1300e047a0c05b8ec10fde4695f7e56561a0793fbce1cfd4841f6f211","df066ab7f6ce72ceb6fff0193c68db9a","2025-10-02 09:04:30.235493 UTC","2025-10-02 09:04:33.041956 UTC","failed",,"{""payment_description"":""description for testing"",""api_version"":""apiv4"",""response_code"":null}"
"2736511","4831","1","33f51646d1bcc7fcf2affdf2b3ad5cec11dce4e9a03d16060379d2c874a78456","6d90b6e55ba6281654e51add7382473e","2025-10-02 09:08:25.617206 UTC","2025-10-02 09:08:25.764385 UTC","initial",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null}"
"2736515","4832","3","bd19f77de0966fdee1a9c1275283edba58708f7cab2f4dab3f9a3099dd0fe51b","af46461d7fac4b0ca1845abe86552371","2025-10-02 09:08:35.729963 UTC","2025-10-02 09:08:37.718154 UTC","settled","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T09:08:35.760Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""DZaCLg0Ize96XmP0nFUpu24q68GshLU5Q0E2QpNpQLc=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""response_code"":""000"",""authorisation_code"":""980834"",""issuer_decline"":false}"
"2736770","4832","3","c455b848c151413168fdadc1c2d008d01bfac44e9bd55b4cd78bd1fd6e3a115d","fc358ec8eea70eb0adacdf637fdd1b87-0","2025-10-02 15:08:18.486711 UTC","2025-10-02 15:08:19.134261 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:08:18.514Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wB4GCbvGtjBPYw8S74IZh68ZYtu146VSraIvyEm1qCk=:aws:5deb11d5"",""mcc"":""5999"",""mcc_description"":""Miscellaneous Specialty Retail"",""response_code"":""000"",""authorisation_code"":""946906"",""issuer_decline"":false}"
"2736543","4830","2","f906571e47440f5131a7d4a5e3993c02a9be9f2af18dda478e0dcad11e4c5cad","5d36813e3cb53f87b3c859b55312190b","2025-10-02 09:09:53.087185 UTC","2025-10-02 09:10:03.227149 UTC","settled","2",
"2736628","4831","1","f490c761ea0599381bdf381cc38361070c9e567a41b996c3a2446db8e80ed9b1","ixm7so/2yhzNtkk8Q","2025-10-02 09:16:16.327837 UTC","2025-10-02 09:16:16.327837 UTC","initial",,"{""api_version"":""linkpay""}"
"2736371","4837","2","65118c641a8db5e8f1023d082f485a2764ce9e8aaffa8f4e85300ce37b44d8f0","lhvXmonitorXstagingX1759378408","2025-10-02 04:13:29.819534 UTC","2025-10-02 04:13:30.226831 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T04:13:29.870Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736682","4831","1","8e4e39c3bf73e6025c2cc9e530726ce680a3a4356c1f0f1ed081b8487059c4c9","cac988ed77d430a183a354e75d8f15a9-0","2025-10-02 15:05:29.382538 UTC","2025-10-02 15:05:30.731472 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:05:29.412Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""469254"",""issuer_decline"":false}"
"2736699","4831","1","08ea1bf980a24a311eeb141d37da37c47c074b6358b09a11152b55da53b11e2e","6e5427f031dbecdff61a8d4634b024a5-0","2025-10-02 15:06:01.411150 UTC","2025-10-02 15:06:02.715679 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:06:01.442Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""712223"",""issuer_decline"":false}"
"2736814","4830","2","7662da6034c150eff60ebcd4e4a9472062d14899d093be04bbb3b39cc06fe9bf","81bf3aa6ef389473b255f4dff7a56986","2025-10-02 21:04:37.623508 UTC","2025-10-02 21:04:37.735438 UTC","initial",,"{""payment_description"":""description for testing"",""api_version"":""apiv4""}"
"2736737","4830","2","c1a62fb5368fe94eb807e27dbe25efdce7afcbcb168cf18dd42f370c1e57514e","7918d4a4fab223dde91632ba56dd1551-0","2025-10-02 15:07:11.816482 UTC","2025-10-02 15:07:13.672037 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:07:11.859Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""535654"",""issuer_decline"":false}"
"2736510","4831","1","fa65306bd0a86c6cb15a985a756e05f0941f1f10ed4615b1eda1a6036c19f49c","b67d2a22df16995f699cb1d029b5f587","2025-10-02 09:08:24.671682 UTC","2025-10-02 09:08:26.253914 UTC","settled","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T09:08:24.730Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""wrpQhcgo8yNEDDauu90EE6w7R/ywbEl8u4GwMnLF1Y0=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""00"",""authorisation_code"":""604680"",""issuer_decline"":false}"
"2736742","4830","2","4bff8b50299f31c50ff46a6695f59b8d9fcd3660d9064f62323270eabd98d7e5","f718a6bd25891fa263ab859e2572ba8a-0","2025-10-02 15:07:20.858048 UTC","2025-10-02 15:07:22.658604 UTC","settled","2","{""api_version"":""apiv2"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""127.0.0.1"",""init_trans_created_at"":""2025-10-02T15:07:20.900Z"",""sca_exemption"":""recurring"",""masked_cc_number_hash"":""asLlWs4wePqOOkRm9iLVlhU6sZdJXWCC8ftbNRdMIKs=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""000"",""authorisation_code"":""535656"",""issuer_decline"":false}"
"2736483","4830","2","29a63b28b0a912753f96756fc920a3f192b5c77f25ec7101aa56c73faefb2d37","2b9595787a79d37a0e7ff5c1fd14b49e","2025-10-02 09:06:26.675056 UTC","2025-10-02 09:06:35.393836 UTC","failed",,"{""payment_description"":""description for testing"",""api_version"":""apiv4"",""shopper_ip_country"":null,""method_source"":""swed_ob_ee"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T09:06:30.941Z"",""response_code"":""ACTC""}"
"2736255","4830","2","6ec48122a6bde9e9a908854d663c00962830b6d4058d809e83144ce765eda634","580ee8d928e5a254af4b4d9c9a87e4c9","2025-10-02 03:22:23.515875 UTC","2025-10-02 03:22:23.643655 UTC","initial",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null}"
"2736918","4831","1","c7558c3e8c53bb7641941fa6d9831dd5115b8914aa8a0c1b76bc36a08b8f1022","521d351741c88a68795397b20e811606","2025-10-02 21:11:39.896894 UTC","2025-10-02 21:11:46.851827 UTC","settled",,"{""api_version"":""apiv4"",""disable_tokenization_filter"":null,""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""urbo_ob_lt"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T21:11:40.929Z"",""response_code"":""ACSC""}"
"2736993","4837","2","37464c711045976181ef419028fc623c89d3bd70eccc94214f1f6e2a6619f5f5","lhvXmonitorXstagingX1759442008","2025-10-02 21:53:29.847768 UTC","2025-10-02 21:53:30.355065 UTC","failed","2","{""api_version"":""apiv3"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""state_3ds"":""no3ds"",""monitoring_ok"":false,""response_code"":null,""authorisation_code"":null,""issuer_decline"":false,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":null,""init_trans_created_at"":""2025-10-02T21:53:29.894Z"",""sca_exemption"":""mit"",""masked_cc_number_hash"":""JwqKCnFRLQIO79iZpTo79tA1RtPSloHfRhlyv4dXIJg=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise""}"
"2736348","4830","2","0fbc5788e2fd4a89c2b09d08e9f8df1edf5d7d97a9b76955b29441365cca7afb","8xihu9/eODxborAvP","2025-10-02 03:28:06.476810 UTC","2025-10-02 03:28:10.026140 UTC","failed","1","{""api_version"":""linkpay"",""wallet_source"":null,""google_auth_method"":null,""click_to_pay_dynamic_data_type"":null,""shopper_ip_country"":null,""method_source"":""card"",""user_ip"":""10.71.76.5"",""init_trans_created_at"":""2025-10-02T03:28:09.194Z"",""sca_exemption"":""one-leg"",""masked_cc_number_hash"":""Y4ksyOg1EnMvk0abgrrJL0feJkrYhkCvAyEiWM4czyI=:aws:5deb11d5"",""mcc"":""5399"",""mcc_description"":""Miscellaneous General Merchandise"",""response_code"":""907"",""cvc_result"":""P"",""authorisation_code"":""000000"",""issuer_decline"":false}"
